Index,Time,(Debug_IMU_Data).Euler_Yaw_rad,(Gimbal).Target_Yaw_Speed,(Debug_IMU_Data).Gyro_Z_rad_s
5384,5.383956,2.32326818,-2,-1.89538527
5385,5.385083,2.32139611,-2,-1.88074565
5386,5.385703,2.3204937,-2,-1.87448287
5387,5.386810,2.31862879,-2,-1.86959803
5388,5.387949,2.31584215,-2,-1.83408928
5389,5.388802,2.3149271,-2,-1.85649312
5390,5.390224,2.31209731,-2,-1.88024795
5391,5.390843,2.31023169,-2,-1.86124647
5392,5.391957,2.30836749,-2,-1.88545859
5393,5.393080,2.3065002,-2,-1.86878014
5394,5.393700,2.30557442,-2,-1.85712314
5395,5.394806,2.30372286,-2,-1.85478938
5396,5.395949,2.30092382,-2,-1.86076236
5397,5.397073,2.29908299,-2,-1.86306465
5398,5.397693,2.2981739,-2,-1.86269498
5399,5.398800,2.29632449,-2,-1.869748
5400,5.399939,2.29354835,-2,-1.86857522
5401,5.401257,2.29169464,-2,-1.85113931
5402,5.402067,2.28987312,-2,-1.84391761
5403,5.402802,2.28895044,-2,-1.86165035
5404,5.403896,2.28618121,-2,-1.85829878
5405,5.405040,2.28435636,-2,-1.85898972
5406,5.405660,2.28335667,-2,-1.86052716
5407,5.406999,2.28067183,-2,-1.85300791
5408,5.408135,2.27881813,-2,-1.87281978
5409,5.408755,2.27781773,-2,-1.87410736
5410,5.409848,2.27598572,-2,-1.87935627
5411,5.410988,2.27325869,-2,-1.87516975
5412,5.412124,2.27144527,-2,-1.87639666
5413,5.412744,2.27047491,-2,-1.8732549
5414,5.414113,2.2677536,-2,-1.87651861
5415,5.414822,2.26677465,-2,-1.89412856
5416,5.415919,2.26400757,-2,-1.86630845
5417,5.417059,2.262187,-2,-1.84149146
5418,5.417678,2.26124525,-2,-1.84895039
5419,5.418785,2.25939846,-2,-1.87150419
5420,5.419908,2.25667,-2,-1.86763358
5421,5.421048,2.25482774,-2,-1.85504639
5422,5.421668,2.25390959,-2,-1.8495127
5423,5.422775,2.25211906,-2,-1.84444308
5424,5.423898,2.24941206,-2,-1.84197569
5425,5.425041,2.24757862,-2,-1.87606621
5426,5.425661,2.246629,-2,-1.86854172
5427,5.427022,2.2439146,-2,-1.83713961
5428,5.427827,2.24299765,-2,-1.84831095
5429,5.428967,2.24022102,-2,-1.87330425
5430,5.430091,2.2383976,-2,-1.8534739
5431,5.430711,2.23746228,-2,-1.85687053
5432,5.431817,2.23561621,-2,-1.86581445
5433,5.432957,2.23284054,-2,-1.86769748
5434,5.434080,2.23098922,-2,-1.85639071
5435,5.434700,2.23006201,-2,-1.87214661
5436,5.435809,2.22819901,-2,-1.86436462
5437,5.436949,2.22545791,-2,-1.85212672
5438,5.437785,2.22359943,-2,-1.86157382
5439,5.439219,2.22172356,-2,-1.87700462
5440,5.439839,2.22080922,-2,-1.85904098
5441,5.440952,2.2189672,-2,-1.84379673
5442,5.442075,2.21621704,-2,-1.85372484
5443,5.442695,2.21529937,-2,-1.86155951
5444,5.443802,2.21343923,-2,-1.85256231
5445,5.444945,2.21161175,-2,-1.82386303
5446,5.446068,2.20881033,-2,-1.88020062
5447,5.446688,2.20787358,-2,-1.85952127
5448,5.447795,2.20605016,-2,-1.8437469
5449,5.448918,2.20323563,-2,-1.87749374
5450,5.449762,2.2023139,-2,-1.86708355
5451,5.451117,2.1995225,-2,-1.86887169
5452,5.451737,2.19858599,-2,-1.86274123
5453,5.452833,2.19673347,-2,-1.87124014
5454,5.453973,2.19390202,-2,-1.88236523
5455,5.455112,2.19203115,-2,-1.90022683
5456,5.455732,2.19107914,-2,-1.91657889
5457,5.456826,2.1891923,-2,-1.91366994
5458,5.457763,2.18732738,-2,-1.91043317
5459,5.458886,2.18542814,-2,-1.9033488
5460,5.460026,2.18260002,-2,-1.90948546
5461,5.460646,2.18164897,-2,-1.92809641
5462,5.462037,2.17876244,-2,-1.94916868
5463,5.462841,2.17780852,-2,-1.9241122
5464,5.463981,2.17588449,-2,-1.92237818
5465,5.465108,2.17300463,-2,-1.95029736
5466,5.465728,2.17205,-2,-1.96174431
5467,5.466834,2.17010784,-2,-1.95210826
5468,5.467973,2.16819143,-2,-1.97080946
5469,5.469097,2.16528082,-2,-1.9532007
5470,5.469717,2.16433454,-2,-1.93928707
5471,5.470823,2.16242599,-2,-1.95580494
5472,5.471963,2.1604538,-2,-1.98675752
5473,5.473086,2.15755129,-2,-1.9458766
5474,5.473823,2.1565671,-2,-1.95484626
5475,5.475231,2.15368366,-2,-1.95308471
5476,5.475851,2.15273094,-2,-1.95891154
5477,5.476965,2.14977789,-2,-1.96237135
5478,5.478088,2.14784145,-2,-1.96595597
5479,5.478708,2.14684296,-2,-1.9789077
5480,5.479814,2.14492869,-2,-1.95109975
5481,5.480954,2.14204907,-2,-1.96557796
5482,5.482077,2.14010715,-2,-1.9667747
5483,5.482697,2.13914061,-2,-1.9583441
5484,5.483803,2.13721251,-2,-1.93029761
5485,5.485081,2.13432622,-2,-1.95964062
5486,5.485764,2.13334417,-2,-1.95962107
5487,5.487236,2.13040876,-2,-1.95443118
5488,5.488226,2.12847972,-2,-1.94980443
5489,5.489251,2.12653875,-2,-1.95273054
5490,5.490229,2.12458324,-2,-1.97082496
5491,5.491248,2.12262392,-2,-1.95943332
5492,5.492248,2.12066436,-2,-1.97753525
5493,5.493248,2.11872625,-2,-1.98557663
5494,5.494254,2.11676383,-2,-1.97303522
5495,5.495224,2.11482716,-2,-1.96424055
5496,5.496224,2.11284351,-2,-1.99265397
5497,5.497224,2.11088991,-2,-1.96968579
5498,5.498254,2.10895872,-2,-1.98412466
5499,5.499224,2.1069665,-2,-1.99829137
5500,5.500082,2.10500717,-2,-1.99434245
5501,5.500765,2.10401917,-2,-1.98238122
5502,5.502267,2.10104132,-2,-2.00363255
5503,5.503249,2.09908152,-2,-2.00379848
5504,5.504224,2.09710169,-2,-1.99941313
5505,5.504844,2.09614086,-2,-2.00115967
5506,5.505957,2.09418845,-2,-1.9965955
5507,5.507081,2.09221029,-2,-2.00096893
5508,5.507701,2.09022427,-2,-2.03426957
5509,5.508807,2.08825707,-2,-2.00025392
5510,5.509947,2.08625317,-2,-2.01884913
5511,5.511070,2.08427334,-2,-1.99879444
5512,5.511806,2.08226776,-2,-2.0049367
5513,5.513221,2.07928014,-2,-2.00223494
5514,5.514241,2.07727098,-2,-2.00434303
5515,5.514861,2.07628727,-2,-1.99943578
5516,5.515974,2.07432938,-2,-1.99201167
5517,5.517098,2.07233787,-2,-2.0031755
5518,5.517718,2.07037306,-2,-1.99913263
5519,5.518825,2.06841683,-2,-1.98266566
5520,5.519964,2.06646585,-2,-1.96838915
5521,5.521088,2.06455278,-2,-1.9637512
5522,5.521708,2.06258154,-2,-1.99465871
5523,5.522814,2.06061697,-2,-1.99009466
5524,5.524208,2.05768299,-2,-1.97910309
5525,5.525037,2.05670929,-2,-1.97718227
5526,5.525657,2.05575776,-2,-1.95615327
5527,5.526750,2.05288744,-2,-1.95833981
5528,5.527887,2.05097866,-2,-1.95424497
5529,5.529026,2.04810548,-2,-1.9281441
5530,5.529646,2.04810548,-2,-1.95152116
5531,5.530740,2.04522872,-2,-1.95910418
5532,5.531876,2.04330683,-2,-1.93136728
5533,5.533016,2.04144216,-2,-1.93104255
5534,5.533719,2.0395298,-2,-1.94210112
5535,5.534842,2.03764582,-2,-1.90884387
5536,5.536257,2.03478909,-2,-1.96945131
5537,5.537051,2.03381205,-2,-1.94094741
5538,5.537670,2.03287172,-2,-1.92986107
5539,5.538764,2.03003526,-2,-1.94571733
5540,5.539900,2.02808809,-2,-1.95480609
5541,5.541040,2.02618122,-2,-1.92138195
5542,5.541660,2.02425194,-2,-1.94052792
5543,5.542754,2.02231693,-2,-1.94059229
5544,5.543890,2.02041388,-2,-1.92404711
5545,5.545032,2.01848388,-2,-1.93012381
5546,5.545652,2.01752663,-2,-1.93715549
5547,5.546746,2.01463699,-2,-1.95475876
5548,5.548035,2.01273561,-2,-1.94110954
5549,5.548843,2.0108099,-2,-1.9466269
5550,5.550075,2.00888395,-2,-1.94209123
5551,5.550695,2.00792599,-2,-1.94085968
5552,5.551801,2.00503564,-2,-1.94693077
5553,5.552941,2.00307274,-2,-1.95479512
5554,5.554064,2.00018764,-2,-1.93267787
5555,5.554684,2.00018764,-2,-1.93914521
5556,5.555794,1.99731195,-2,-1.92369032
5557,5.556917,1.99540246,-2,-1.90807283
5558,5.558056,1.99352098,-2,-1.92356157
5559,5.558676,1.99258029,-2,-1.92650509
5560,5.559783,1.98974502,-2,-1.90222728
5561,5.561173,1.98788631,-2,-1.88827467
5562,5.561879,1.98599637,-2,-1.89243233
5563,5.562990,1.9841634,-2,-1.88252199
5564,5.564113,1.98136175,-2,-1.89162302
5565,5.564733,1.98136175,-2,-1.89129591
5566,5.566080,1.97864723,-2,-1.88647091
5567,5.566700,1.97678173,-2,-1.89123809
5568,5.567807,1.97496259,-2,-1.87143493
5569,5.568946,1.9731586,-2,-1.87885797
5570,5.570069,1.97132432,-2,-1.88168955
5571,5.570689,1.97042155,-2,-1.89914703
5572,5.571796,1.96765232,-2,-1.89302158
5573,5.573190,1.9658097,-2,-1.89939415
5574,5.573898,1.96399987,-2,-1.90339398
5575,5.575012,1.96213722,-2,-1.89093447
5576,5.575715,1.96120656,-2,-1.88823926
5577,5.576838,1.95837069,-2,-1.88899434
5578,5.577977,1.95653176,-2,-1.90269256
5579,5.579113,1.95466125,-2,-1.90522754
5580,5.579733,1.95371306,-2,-1.91348314
5581,5.580827,1.95089924,-2,-1.89953017
5582,5.581966,1.94899142,-2,-1.91617787
5583,5.583103,1.94713247,-2,-1.90285397
5584,5.583844,1.94524515,-2,-1.94361484
5585,5.585233,1.94332147,-2,-1.94207013
5586,5.585853,1.94141567,-2,-1.93928325
5587,5.586966,1.94043767,-2,-1.94263875
5588,5.588089,1.93752825,-2,-1.93771279
5589,5.588709,1.93559897,-2,-1.92863262
5590,5.589816,1.93367171,-2,-1.91280842
5591,5.590956,1.93174779,-2,-1.96861172
5592,5.592079,1.93075442,-2,-1.97242713
5593,5.592699,1.92882681,-2,-1.94111896
5594,5.593805,1.92591405,-2,-1.97041965
5595,5.594948,1.92396235,-2,-1.96599221
5596,5.595777,1.92201102,-2,-1.95596111
5597,5.597129,1.92101765,-2,-1.97632265
5598,5.597749,1.91906273,-2,-1.96524036
5599,5.598845,1.91615665,-2,-1.95267296
5600,5.599985,1.91420376,-2,-1.97012424
5601,5.601121,1.91223645,-2,-1.99107885
5602,5.601741,1.91223645,-2,-1.99107885
5603,5.602834,1.90828788,-2,-1.98454225
5604,5.603973,1.90733552,-2,-1.97315192
5605,5.605113,1.90438902,-2,-1.99250567
5606,5.605733,1.90343392,-2,-1.99199808
5607,5.606826,1.90048301,-2,-1.99364257
5608,5.608252,1.89849675,-2,-2.02484179
5609,5.609053,1.89752686,-2,-2.00903964
5610,5.609673,1.89555478,-2,-1.99781609
5611,5.610767,1.89358056,-2,-2.00339341
5612,5.611903,1.89060509,-2,-2.00160217
5613,5.613043,1.88861632,-2,-2.00583196
5614,5.613663,1.88765788,-2,-2.00082469
5615,5.614756,1.88460445,-2,-2.03280187
5616,5.615895,1.88267446,-2,-2.01923513
5617,5.617034,1.88067579,-2,-2.02828884
5618,5.617654,1.87967372,-2,-2.03397918
5619,5.619027,1.87668729,-2,-2.02774429
5620,5.619827,1.87468719,-2,-2.02675986
5621,5.620968,1.87270522,-2,-2.04770803
5622,5.622091,1.87066972,-2,-2.05879521
5623,5.622711,1.86967599,-2,-2.04382443
5624,5.623817,1.86764944,-2,-2.04265213
5625,5.624960,1.86464345,-2,-2.02610683
5626,5.626299,1.86265171,-2,-2.04971027
5627,5.626919,1.86063647,-2,-2.04343843
5628,5.628031,1.85863411,-2,-2.03178406
5629,5.628651,1.85762918,-2,-2.03855062
5630,5.629769,1.85461199,-2,-2.02733469
5631,5.631114,1.85262132,-2,-2.03628778
5632,5.631851,1.8506043,-2,-2.02574277
5633,5.632962,1.84857333,-2,-2.04989624
5634,5.634085,1.8465544,-2,-2.03515768
5635,5.634705,1.84548473,-2,-2.01927233
5636,5.635814,1.84347343,-2,-2.01269865
5637,5.636955,1.84055567,-2,-2.02539253
5638,5.638078,1.83855236,-2,-2.02667904
5639,5.638698,1.83750391,-2,-2.01956987
5640,5.639804,1.83453798,-2,-2.04342985
5641,5.640944,1.83257937,-2,-2.01774931
5642,5.642067,1.8306073,-2,-2.01418781
5643,5.642797,1.82864594,-2,-2.00523019
5644,5.644235,1.82662416,-2,-2.03380394
5645,5.644855,1.82458436,-2,-2.02463126
5646,5.645972,1.82260501,-2,-2.01484632
5647,5.647095,1.82060313,-2,-2.00094509
5648,5.647715,1.81958735,-2,-2.00591445
5649,5.648821,1.81758499,-2,-2.02658367
5650,5.649961,1.81465936,-2,-1.97984064
5651,5.651084,1.81270134,-2,-2.02026272
5652,5.651704,1.81170535,-2,-2.02016187
5653,5.652811,1.80874181,-2,-2.01180053
5654,5.653951,1.8068037,-2,-2.01530218
5655,5.654781,1.80579388,-2,-2.00146413
5656,5.656225,1.80289423,-2,-1.98728025
5657,5.656845,1.80093586,-2,-1.97528565
5658,5.657958,1.79893839,-2,-2.02545667
5659,5.659082,1.79699826,-2,-2.01430941
5660,5.659702,1.79598153,-2,-2.01546288
5661,5.660808,1.79403436,-2,-1.98640156
5662,5.661948,1.7910831,-2,-1.99989927
5663,5.663071,1.78909707,-2,-2.00842619
5664,5.663691,1.78809536,-2,-1.9998821
5665,5.664798,1.78616464,-2,-1.9819603
5666,5.665941,1.7832551,-2,-1.968081
5667,5.666796,1.78227842,-2,-2.01137328
5668,5.668125,1.77929723,-2,-1.98361576
5669,5.668745,1.77830637,-2,-1.984653
5670,5.669842,1.77533484,-2,-1.99653661
5671,5.670981,1.77341032,-2,-1.98740888
5672,5.672117,1.77149749,-2,-1.97677135
5673,5.672737,1.77050138,-2,-1.98027575
5674,5.673831,1.76855791,-2,-1.95967352
5675,5.674973,1.76566434,-2,-1.95366836
5676,5.676313,1.76372242,-2,-1.98499656
5677,5.677022,1.76178455,-2,-1.98332429
5678,5.677642,1.7607975,-2,-1.96310997
5679,5.679038,1.75797796,-2,-1.94601917
5680,5.679840,1.75605786,-2,-1.94220662
5681,5.680980,1.75415313,-2,-1.95913863
5682,5.682103,1.75225723,-2,-1.94910026
5683,5.682723,1.7512747,-2,-1.95398819
5684,5.683830,1.74937153,-2,-1.97200227
5685,5.684972,1.74653614,-2,-1.93820405
5686,5.686096,1.74461401,-2,-1.94463086
5687,5.686716,1.74366152,-2,-1.94885933
5688,5.687822,1.74170303,-2,-1.97596002
5689,5.688962,1.73977017,-2,-1.96245456
5690,5.689823,1.73788202,-2,-1.96404302
5691,5.691226,1.73498201,-2,-1.97655296
5692,5.691846,1.73404098,-2,-1.95440435
5693,5.692960,1.73210919,-2,-1.9628247
5694,5.694083,1.7292217,-2,-1.96718478
5695,5.694703,1.72827291,-2,-1.94258928
5696,5.695812,1.72635245,-2,-1.95366466
5697,5.696952,1.72443962,-2,-1.98341918
5698,5.698075,1.72150433,-2,-1.97063267
5699,5.698695,1.72054517,-2,-1.95741272
5700,5.699802,1.71865034,-2,-1.94412792
5701,5.701079,1.71576631,-2,-1.97657669
5702,5.701762,1.71481633,-2,-1.96955562
5703,5.703040,1.71192193,-2,-1.95400965
5704,5.703660,1.71095908,-2,-1.97210228
5705,5.704767,1.70906246,-2,-1.95536137
5706,5.705893,1.70714235,-2,-1.94819057
5707,5.707033,1.7052511,-2,-1.9500041
5708,5.707653,1.70332587,-2,-1.94701529
5709,5.708759,1.701442,-2,-1.96269047
5710,5.709883,1.69956613,-2,-1.93511736
5711,5.711022,1.69766104,-2,-1.925089
5712,5.711642,1.69578505,-2,-1.93139124
5713,5.712899,1.69386697,-2,-1.94041765
5714,5.714233,1.69105637,-2,-1.94388211
5715,5.714853,1.69012511,-2,-1.92572975
5716,5.715969,1.68824124,-2,-1.91812992
5717,5.717092,1.68545401,-2,-1.93443048
5718,5.717712,1.68447709,-2,-1.93964493
5719,5.718819,1.68255794,-2,-1.93187213
5720,5.719958,1.67967379,-2,-1.95628154
5721,5.721082,1.67778051,-2,-1.96011436
5722,5.721702,1.67683887,-2,-1.96617949
5723,5.722808,1.67490244,-2,-1.9726423
5724,5.723948,1.67299926,-2,-1.96311343
5725,5.724809,1.67111278,-2,-1.95358622
5726,5.726233,1.66820729,-2,-1.97048151
5727,5.726853,1.66724432,-2,-1.97372687
5728,5.728241,1.66430521,-2,-2.00684857
5729,5.728861,1.66336334,-2,-1.98898041
5730,5.729971,1.66043842,-2,-1.98876357
5731,5.731095,1.65847933,-2,-2.00498509
5732,5.731715,1.65747988,-2,-2.02442408
5733,5.732821,1.65546072,-2,-2.02018785
5734,5.733962,1.65345848,-2,-2.03137612
5735,5.735088,1.65047145,-2,-2.02910066
5736,5.735819,1.6494801,-2,-2.02574086
5737,5.737260,1.646505,-2,-2.05037212
5738,5.737880,1.64545941,-2,-2.06296086
5739,5.738993,1.64348972,-2,-2.06509614
5740,5.740116,1.6405009,-2,-2.06758785
5741,5.740736,1.63949895,-2,-2.07403469
5742,5.741843,1.63751245,-2,-2.05064726
5743,5.742982,1.63549888,-2,-2.04491329
5744,5.744105,1.63348198,-2,-2.05057216
5745,5.744725,1.63142264,-2,-2.06649923
5746,5.745834,1.62938857,-2,-2.05353475
5747,5.747091,1.62740314,-2,-2.04325771
5748,5.747798,1.62536204,-2,-2.06204152
5749,5.749070,1.62336981,-2,-2.04298544
5750,5.749690,1.62139475,-2,-2.04564214
5751,5.750797,1.61937225,-2,-2.03809929
5752,5.751936,1.61740422,-2,-2.04084611
5753,5.753059,1.61541116,-2,-2.02804661
5754,5.753679,1.61343133,-2,-2.04133129
5755,5.754786,1.6114552,-2,-2.0452826
5756,5.755912,1.6094557,-2,-2.0113318
5757,5.757052,1.60747659,-2,-2.02500653
5758,5.757672,1.60544527,-2,-2.04607224
5759,5.759065,1.60344744,-2,-2.04429317
5760,5.759867,1.6014483,-2,-2.06249547
5761,5.761008,1.59942305,-2,-2.05728674
5762,5.762131,1.59743893,-2,-2.04781914
5763,5.762751,1.5954386,-2,-2.0204947
5764,5.763857,1.5934552,-2,-2.05415201
5765,5.765000,1.59141219,-2,-2.05918765
5766,5.766123,1.58940685,-2,-2.04543471
5767,5.766743,1.58740866,-2,-2.04036617
5768,5.767849,1.58534706,-2,-2.07228804
5769,5.768989,1.58331645,-2,-2.06751037
5770,5.769851,1.58128798,-2,-2.08068562
5771,5.771229,1.57822108,-2,-2.08582973
5772,5.771848,1.57720828,-2,-2.08149314
5773,5.772962,1.57512891,-2,-2.10066319
5774,5.774085,1.57305944,-2,-2.09239244
5775,5.774705,1.57206261,-2,-2.08876634
5776,5.775815,1.56902993,-2,-2.07185769
5777,5.776954,1.56700981,-2,-2.08737445
5778,5.778078,1.56493795,-2,-2.08946109
5779,5.778900,1.56286991,-2,-2.08504272
5780,5.780040,1.56083608,-2,-2.07566977
5781,5.780659,1.55980718,-2,-2.0713222
5782,5.781906,1.55678606,-2,-2.06286836
5783,5.783235,1.55475211,-2,-2.0484004
5784,5.783855,1.55271173,-2,-2.03881335
5785,5.784971,1.55069733,-2,-2.04042053
5786,5.786094,1.54870021,-2,-2.0333569
5787,5.786714,1.54771757,-2,-2.03445053
5788,5.787821,1.54570305,-2,-2.03654289
5789,5.788961,1.54272079,-2,-2.02759171
5790,5.790084,1.54072881,-2,-2.01353788
5791,5.790704,1.54072881,-2,-2.01353788
5792,5.791811,1.53681517,-2,-2.0043242
5793,5.792950,1.53581464,-2,-1.98939633
5794,5.794250,1.53185618,-2,-2.00897455
5795,5.795088,1.53083611,-2,-2.02127004
5796,5.795796,1.5288794,-2,-2.02127004
5797,5.796890,1.52699411,-2,-1.99319386
5798,5.798030,1.52599525,-2,-1.98410749
5799,5.798650,1.52403831,-2,-1.99998546
5800,5.799756,1.52118659,-2,-1.95935953
5801,5.800880,1.51924872,-2,-1.98267412
5802,5.802019,1.51733029,-2,-2.01064587
5803,5.802639,1.51733029,-2,-2.01064587
5804,5.803746,1.51439643,-2,-1.9668318
5805,5.804869,1.51245642,-2,-2.0078702
5806,5.806250,1.50948334,-2,-1.98650324
5807,5.807116,1.50752926,-2,-1.99958718
5808,5.807799,1.50553477,-2,-1.99958718
5809,5.809079,1.50354028,-2,-2.00074482
5810,5.809699,1.50256956,-2,-1.98107946
5811,5.810806,1.49960184,-2,-1.99119461
5812,5.811945,1.49770415,-2,-1.99152184
5813,5.813069,1.49572647,-2,-2.00238037
5814,5.813689,1.49471438,-2,-2.01296234
5815,5.814796,1.49275386,-2,-2.00306416
5816,5.815938,1.48980117,-2,-1.97232163
5817,5.817062,1.48783255,-2,-1.98618054
5818,5.817682,1.48783255,-2,-1.98618054
5819,5.818949,1.48387194,-2,-1.98277557
5820,5.820273,1.48096061,-2,-1.98843706
5821,5.820893,1.48000991,-2,-1.97131741
5822,5.822007,1.47815883,-2,-1.93508613
5823,5.823130,1.47623098,-2,-1.96344864
5824,5.823750,1.47427547,-2,-1.96436155
5825,5.824856,1.47237778,-2,-1.95255411
5826,5.825999,1.47048485,-2,-1.92576611
5827,5.827122,1.46864295,-2,-1.94549394
5828,5.827742,1.46672142,-2,-1.94825816
5829,5.828848,1.46482193,-2,-1.90664148
5830,5.829988,1.46299732,-2,-1.90039861
5831,5.831245,1.4611578,-2,-1.91076541
5832,5.832080,1.45937479,-2,-1.91565347
5833,5.832787,1.45750511,-2,-1.9077878
5834,5.834124,1.4556396,-2,-1.91029596
5835,5.834744,1.45475197,-2,-1.91771507
5836,5.835853,1.45205307,-2,-1.87880731
5837,5.836993,1.45030236,-2,-1.88634455
5838,5.838116,1.44844258,-2,-1.88574743
5839,5.838736,1.44655776,-2,-1.90453315
5840,5.839842,1.44468462,-2,-1.93841636
5841,5.840982,1.44279158,-2,-1.89976585
5842,5.842105,1.44097006,-2,-1.90197861
5843,5.842725,1.44006312,-2,-1.90996706
5844,5.843984,1.43717194,-2,-1.92825317
5845,5.844792,1.43624401,-2,-1.92972684
5846,5.846022,1.43336594,-2,-1.94404542
5847,5.846642,1.43247604,-2,-1.93312752
5848,5.847749,1.42962182,-2,-1.9400208
5849,5.848872,1.42770803,-2,-1.94309628
5850,5.850012,1.42581391,-2,-1.95176172
5851,5.850632,1.42486465,-2,-1.96576118
5852,5.851738,1.42292821,-2,-1.97050142
5853,5.852862,1.42008662,-2,-1.94910097
5854,5.854002,1.41815376,-2,-1.97427869
5855,5.855141,1.41620159,-2,-1.96841156
5856,5.855761,1.41522813,-2,-1.96815324
5857,5.857132,1.4122529,-2,-1.9792093
5858,5.857840,1.41029251,-2,-1.97694623
5859,5.858951,1.40832412,-2,-1.99287462
5860,5.860074,1.4063977,-2,-1.97214556
5861,5.860694,1.40537846,-2,-1.95700371
5862,5.861801,1.4034307,-2,-1.96333063
5863,5.862940,1.400563,-2,-1.99602377
5864,5.864064,1.39857709,-2,-1.98796153
5865,5.864684,1.3975451,-2,-1.97578752
5866,5.865793,1.39469361,-2,-1.9897989
5867,5.866917,1.39276302,-2,-1.99749899
5868,5.868270,1.39081049,-2,-1.98134983
5869,5.869082,1.38883436,-2,-1.98820686
5870,5.869788,1.38780892,-2,-1.98530209
5871,5.870881,1.38496041,-2,-1.99137235
5872,5.872021,1.38304782,-2,-1.98281765
5873,5.872641,1.38204491,-2,-1.99781847
5874,5.873747,1.38001609,-2,-1.9958539
5875,5.874871,1.37816942,-2,-1.99327815
5876,5.876013,1.37528515,-2,-2.0003612
5877,5.876633,1.37430024,-2,-2.00677037
5878,5.877740,1.3724097,-2,-2.0060823
5879,5.878864,1.36947012,-2,-1.99695885
5880,5.880028,1.36753809,-2,-2.01265645
5881,5.880865,1.36554551,-2,-2.00823283
5882,5.882248,1.36361587,-2,-2.01610231
5883,5.882868,1.3626399,-2,-2.02471662
5884,5.883994,1.35968554,-2,-2.03157687
5885,5.884900,1.35870409,-2,-2.0269978
5886,5.886043,1.3557533,-2,-2.03746414
5887,5.886663,1.35476589,-2,-2.03040028
5888,5.887757,1.3528235,-2,-2.03795004
5889,5.888893,1.35082626,-2,-2.03332639
5890,5.890032,1.34789705,-2,-2.03591418
5891,5.890651,1.34691,-2,-2.03971004
5892,5.891745,1.34488153,-2,-2.03325582
5893,5.893145,1.34188604,-2,-2.05190349
5894,5.893889,1.34083617,-2,-2.04784179
5895,5.895003,1.33783793,-2,-2.05035162
5896,5.896126,1.33581209,-2,-2.0368979
5897,5.896746,1.3348105,-2,-2.04788685
5898,5.897851,1.33284497,-2,-2.06243944
5899,5.898991,1.32982516,-2,-2.06105423
5900,5.900115,1.32782137,-2,-2.02970052
5901,5.900734,1.32681394,-2,-2.03599501
5902,5.901841,1.32483077,-2,-2.03089118
5903,5.902980,1.32286048,-2,-2.01117134
5904,5.904104,1.31986189,-2,-2.03187585
5905,5.904724,1.31887424,-2,-2.03706455
5906,5.906105,1.3158772,-2,-2.04310727
5907,5.906846,1.31491017,-2,-2.04137969
5908,5.907957,1.31295884,-2,-2.00912714
5909,5.909081,1.31000531,-2,-2.0298183
5910,5.909701,1.30903471,-2,-2.03934908
5911,5.910807,1.30708706,-2,-2.04285741
5912,5.911947,1.3050971,-2,-2.02505612
5913,5.913070,1.30224061,-2,-2.00162244
5914,5.913690,1.30122328,-2,-2.02363563
5915,5.914796,1.29926312,-2,-2.02492809
5916,5.915939,1.29631531,-2,-2.01372123
5917,5.917247,1.29436862,-2,-2.01617479
5918,5.918083,1.29243886,-2,-2.01034379
5919,5.918793,1.2914294,-2,-2.00816345
5920,5.919887,1.28951609,-2,-2.01547503
5921,5.921027,1.28660238,-2,-2.00247145
5922,5.921647,1.28566575,-2,-1.99190962
5923,5.922753,1.28379321,-2,-1.98762488
5924,5.923877,1.28181887,-2,-2.00644779
5925,5.925020,1.27900958,-2,-1.98737574
5926,5.925640,1.27807212,-2,-1.97893667
5927,5.926746,1.27612281,-2,-2.01312304
5928,5.927870,1.27421379,-2,-1.98863828
5929,5.929297,1.27130032,-2,-1.99412024
5930,5.930104,1.26940322,-2,-1.97701526
5931,5.930724,1.26846004,-2,-1.97547674
5932,5.931821,1.26652575,-2,-1.98456931
5933,5.932961,1.2646389,-2,-1.96202052
5934,5.934097,1.26179361,-2,-1.95896268
5935,5.934717,1.26084936,-2,-1.96524858
5936,5.935814,1.2589469,-2,-1.96408856
5937,5.936748,1.25703418,-2,-1.95219016
5938,5.937872,1.25518775,-2,-1.94308102
5939,5.939012,1.25330734,-2,-1.91785955
5940,5.939741,1.25144541,-2,-1.91820085
5941,5.941097,1.24861121,-2,-1.91732168
5942,5.941717,1.24765837,-2,-1.92180943
5943,5.942814,1.24580216,-2,-1.91471815
5944,5.943953,1.24392319,-2,-1.91254175
5945,5.945092,1.24122453,-2,-1.92589879
5946,5.945712,1.24033117,-2,-1.89043689
5947,5.946806,1.23845029,-2,-1.89811659
5948,5.947946,1.23658371,-2,-1.91735029
5949,5.949082,1.23377454,-2,-1.90523505
5950,5.949702,1.23286843,-2,-1.89029586
5951,5.950796,1.23105001,-2,-1.91011667
5952,5.952202,1.22819734,-2,-1.91236818
5953,5.953031,1.22726321,-2,-1.91127336
5954,5.953651,1.22535551,-2,-1.92545605
5955,5.954745,1.22348118,-2,-1.92120874
5956,5.955884,1.22162414,-2,-1.92726088
5957,5.957024,1.21973908,-2,-1.91525054
5958,5.957643,1.21791852,-2,-1.90193427
5959,5.958737,1.21604586,-2,-1.91131365
5960,5.959873,1.21418333,-2,-1.91552353
5961,5.961013,1.21134877,-2,-1.93399775
5962,5.961716,1.21042526,-2,-1.89450192
5963,5.963104,1.20770395,-2,-1.90448534
