time_s,target_rad_s,now_rad_s,output_A,speed_rpm
2.240000000000000213e+01,-2.000000000000000000e+00,-1.844999999999999973e+00,-4.000000000000000083e-02,-1.700000000000000122e-02
2.250000000000000000e+01,2.500000000000000000e+00,-2.004000000000000004e+00,2.859999999999999765e-01,-1.899999999999999953e-02
2.260000000000000142e+01,2.500000000000000000e+00,2.186999999999999833e+00,3.099999999999999978e-02,2.000000000000000042e-02
2.270000000000000284e+01,2.500000000000000000e+00,2.321000000000000174e+00,2.800000000000000058e-02,2.100000000000000130e-02
2.280000000000000071e+01,2.500000000000000000e+00,2.435999999999999943e+00,2.400000000000000050e-02,2.100000000000000130e-02
2.290000000000000213e+01,2.500000000000000000e+00,2.528999999999999915e+00,2.100000000000000130e-02,2.199999999999999872e-02
2.300000000000000000e+01,2.500000000000000000e+00,2.531000000000000139e+00,2.199999999999999872e-02,2.500000000000000139e-02
2.310000000000000142e+01,2.500000000000000000e+00,2.556999999999999940e+00,2.199999999999999872e-02,2.299999999999999961e-02
2.320000000000000284e+01,2.500000000000000000e+00,2.564999999999999947e+00,2.199999999999999872e-02,2.299999999999999961e-02
2.330000000000000071e+01,-2.500000000000000000e+00,-2.101999999999999869e+00,-3.599999999999999728e-02,-1.799999999999999864e-02
2.340000000000000213e+01,-2.500000000000000000e+00,-2.375000000000000000e+00,-2.500000000000000139e-02,-2.000000000000000042e-02
2.350000000000000000e+01,-2.500000000000000000e+00,-2.346999999999999975e+00,-3.099999999999999978e-02,-2.199999999999999872e-02
2.360000000000000142e+01,-2.500000000000000000e+00,-2.346000000000000085e+00,-3.400000000000000244e-02,-2.199999999999999872e-02
2.370000000000000284e+01,-2.500000000000000000e+00,-2.346999999999999975e+00,-3.599999999999999728e-02,-2.000000000000000042e-02
2.380000000000000071e+01,-2.500000000000000000e+00,-2.382000000000000117e+00,-3.500000000000000333e-02,-2.100000000000000130e-02
2.390000000000000213e+01,-2.500000000000000000e+00,-2.400999999999999801e+00,-3.599999999999999728e-02,-2.299999999999999961e-02
2.400000000000000000e+01,0.000000000000000000e+00,-2.515000000000000124e+00,1.449999999999999900e-01,-2.400000000000000050e-02
2.410000000000000142e+01,1.000000000000000056e-01,9.210000000000000409e-01,-5.999999999999999778e-02,8.000000000000000167e-03
2.420000000000000284e+01,-3.990000000000000213e-01,-1.086000000000000076e+00,2.999999999999999889e-02,-8.999999999999999320e-03
2.430000000000000071e+01,8.739999999999999991e-01,1.366000000000000103e+00,-3.300000000000000155e-02,1.200000000000000025e-02
2.440000000000000213e+01,-1.439999999999999947e+00,-1.639999999999999902e+00,-5.000000000000000104e-03,-1.499999999999999944e-02
2.450000000000000000e+01,1.901999999999999913e+00,1.604000000000000092e+00,2.199999999999999872e-02,1.499999999999999944e-02
2.460000000000000142e+01,-1.943000000000000060e+00,-1.320000000000000062e+00,-5.700000000000000205e-02,-1.200000000000000025e-02
2.470000000000000284e+01,1.254999999999999893e+00,5.500000000000000444e-01,4.100000000000000172e-02,5.000000000000000104e-03
2.480000000000000071e+01,1.499999999999999944e-01,6.999999999999999556e-01,-3.899999999999999994e-02,6.000000000000000125e-03
2.490000000000000213e+01,-1.602999999999999980e+00,-1.647000000000000020e+00,-1.499999999999999944e-02,-1.499999999999999944e-02
2.500000000000000000e+01,1.901999999999999913e+00,1.318000000000000060e+00,4.000000000000000083e-02,1.200000000000000025e-02
2.510000000000000142e+01,-3.990000000000000213e-01,8.599999999999999312e-02,-3.400000000000000244e-02,0.000000000000000000e+00
2.520000000000000284e+01,-1.631999999999999895e+00,-1.610999999999999988e+00,-1.600000000000000033e-02,-1.400000000000000029e-02
2.530000000000000071e+01,1.602999999999999980e+00,9.240000000000000435e-01,4.599999999999999922e-02,8.000000000000000167e-03
2.540000000000000213e+01,8.279999999999999583e-01,1.100999999999999979e+00,-1.299999999999999940e-02,1.000000000000000021e-02
2.550000000000000000e+01,-1.901999999999999913e+00,-1.381999999999999895e+00,-4.399999999999999745e-02,-1.299999999999999940e-02
2.560000000000000142e+01,-5.939999999999999725e-01,-9.459999999999999520e-01,1.000000000000000021e-02,-8.000000000000000167e-03
2.570000000000000284e+01,1.850000000000000089e+00,1.290999999999999925e+00,4.299999999999999656e-02,1.200000000000000025e-02
2.580000000000000071e+01,1.092000000000000082e+00,1.189000000000000057e+00,2.000000000000000042e-03,1.099999999999999936e-02
2.590000000000000213e+01,-1.294000000000000039e+00,-7.580000000000000071e-01,-3.799999999999999906e-02,-7.000000000000000146e-03
2.600000000000000000e+01,-1.901999999999999913e+00,-1.651999999999999913e+00,-3.200000000000000067e-02,-1.499999999999999944e-02
2.610000000000000142e+01,-3.499999999999999778e-01,-7.169999999999999707e-01,1.099999999999999936e-02,-6.000000000000000125e-03
2.620000000000000284e+01,1.439999999999999947e+00,8.289999999999999591e-01,4.299999999999999656e-02,7.000000000000000146e-03
2.630000000000000071e+01,1.987000000000000099e+00,1.891000000000000014e+00,2.000000000000000042e-02,1.700000000000000122e-02
2.640000000000000213e+01,1.254999999999999893e+00,1.235999999999999988e+00,1.600000000000000033e-02,1.099999999999999936e-02
2.650000000000000000e+01,0.000000000000000000e+00,1.980000000000000093e-01,-2.000000000000000042e-03,1.000000000000000021e-03
2.660000000000000142e+01,-1.092000000000000082e+00,-5.570000000000000506e-01,-3.699999999999999817e-02,-5.000000000000000104e-03
2.670000000000000284e+01,-1.739999999999999991e+00,-1.489999999999999991e+00,-3.200000000000000067e-02,-1.400000000000000029e-02
2.680000000000000071e+01,-1.979999999999999982e+00,-1.725999999999999979e+00,-4.000000000000000083e-02,-1.600000000000000033e-02
2.690000000000000213e+01,-1.979999999999999982e+00,-1.951999999999999957e+00,-2.699999999999999969e-02,-1.799999999999999864e-02
2.700000000000000000e+01,-1.901999999999999913e+00,-1.959000000000000075e+00,-2.500000000000000139e-02,-1.899999999999999953e-02
2.710000000000000142e+01,-1.850000000000000089e+00,-1.725000000000000089e+00,-3.699999999999999817e-02,-1.600000000000000033e-02
2.720000000000000284e+01,-1.868000000000000105e+00,-1.729000000000000092e+00,-3.899999999999999994e-02,-1.600000000000000033e-02
2.730000000000000071e+01,-1.943000000000000060e+00,-2.055000000000000160e+00,-2.400000000000000050e-02,-1.799999999999999864e-02
2.740000000000000213e+01,-1.999000000000000110e+00,-2.016000000000000014e+00,-2.999999999999999889e-02,-1.799999999999999864e-02
2.750000000000000000e+01,-1.901999999999999913e+00,-1.925999999999999934e+00,-2.800000000000000058e-02,-1.799999999999999864e-02
2.760000000000000142e+01,-1.473999999999999977e+00,-1.612000000000000099e+00,-1.700000000000000122e-02,-1.499999999999999944e-02
2.770000000000000284e+01,-5.939999999999999725e-01,-7.409999999999999920e-01,-1.299999999999999940e-02,-6.000000000000000125e-03
2.780000000000000071e+01,6.410000000000000142e-01,2.409999999999999920e-01,1.200000000000000025e-02,1.000000000000000021e-03
2.790000000000000213e+01,1.739999999999999991e+00,1.326999999999999957e+00,2.999999999999999889e-02,1.200000000000000025e-02
2.800000000000000000e+01,1.901999999999999913e+00,1.709000000000000075e+00,2.599999999999999881e-02,1.600000000000000033e-02
2.810000000000000142e+01,6.410000000000000142e-01,9.170000000000000373e-01,-7.000000000000000146e-03,8.000000000000000167e-03
2.820000000000000284e+01,-1.294000000000000039e+00,-7.089999999999999636e-01,-4.100000000000000172e-02,-6.000000000000000125e-03
2.830000000000000071e+01,-1.929999999999999938e+00,-1.816999999999999948e+00,-2.299999999999999961e-02,-1.600000000000000033e-02
2.840000000000000213e+01,-1.499999999999999944e-01,-4.949999999999999956e-01,1.200000000000000025e-02,-4.000000000000000083e-03
2.850000000000000000e+01,1.901999999999999913e+00,1.403999999999999915e+00,3.899999999999999994e-02,1.200000000000000025e-02
2.860000000000000142e+01,8.739999999999999991e-01,1.231000000000000094e+00,-1.299999999999999940e-02,1.099999999999999936e-02
2.870000000000000284e+01,-1.764000000000000012e+00,-1.076999999999999957e+00,-5.399999999999999939e-02,-1.000000000000000021e-02
2.880000000000000071e+01,-8.279999999999999583e-01,-1.268000000000000016e+00,1.799999999999999864e-02,-1.099999999999999936e-02
2.890000000000000213e+01,1.929999999999999938e+00,1.336000000000000076e+00,4.599999999999999922e-02,1.099999999999999936e-02
2.900000000000000000e+01,0.000000000000000000e+00,6.250000000000000000e-01,-3.699999999999999817e-02,5.000000000000000104e-03
2.910000000000000142e+01,-1.868000000000000105e+00,-1.780000000000000027e+00,-1.899999999999999953e-02,-1.600000000000000033e-02
2.920000000000000284e+01,1.475000000000000089e+00,8.319999999999999618e-01,4.499999999999999833e-02,7.000000000000000146e-03
2.930000000000000071e+01,3.489999999999999769e-01,9.280000000000000471e-01,-3.099999999999999978e-02,8.000000000000000167e-03
2.940000000000000213e+01,-1.764000000000000012e+00,-1.750999999999999890e+00,-1.299999999999999940e-02,-1.600000000000000033e-02
2.950000000000000000e+01,1.901999999999999913e+00,1.189999999999999947e+00,5.600000000000000117e-02,1.099999999999999936e-02
2.960000000000000142e+01,-1.050000000000000044e+00,-2.280000000000000082e-01,-5.500000000000000028e-02,-2.000000000000000042e-03
2.970000000000000284e+01,-1.000000000000000056e-01,-8.539999999999999813e-01,4.700000000000000011e-02,-7.000000000000000146e-03
2.980000000000000071e+01,1.050000000000000044e+00,1.467000000000000082e+00,-1.600000000000000033e-02,1.299999999999999940e-02
2.990000000000000213e+01,-1.631999999999999895e+00,-1.659000000000000030e+00,-8.000000000000000167e-03,-1.499999999999999944e-02
3.000000000000000000e+01,2.000000000000000000e+00,1.610000000000000098e+00,4.000000000000000083e-02,1.499999999999999944e-02
3.010000000000000142e+01,2.000000000000000000e+00,1.917000000000000037e+00,2.299999999999999961e-02,1.799999999999999864e-02
3.020000000000000284e+01,2.000000000000000000e+00,1.973999999999999977e+00,2.299999999999999961e-02,1.799999999999999864e-02
3.030000000000000071e+01,2.000000000000000000e+00,1.883000000000000007e+00,2.999999999999999889e-02,1.700000000000000122e-02
3.040000000000000213e+01,2.000000000000000000e+00,2.011000000000000121e+00,2.299999999999999961e-02,1.799999999999999864e-02
3.050000000000000000e+01,2.000000000000000000e+00,2.056999999999999940e+00,2.100000000000000130e-02,2.100000000000000130e-02
3.060000000000000142e+01,2.000000000000000000e+00,2.011000000000000121e+00,2.500000000000000139e-02,1.899999999999999953e-02
3.070000000000000284e+01,2.000000000000000000e+00,1.935999999999999943e+00,2.800000000000000058e-02,1.700000000000000122e-02
3.080000000000000071e+01,2.000000000000000000e+00,1.973000000000000087e+00,2.500000000000000139e-02,1.799999999999999864e-02
3.090000000000000213e+01,2.000000000000000000e+00,2.044999999999999929e+00,2.299999999999999961e-02,1.899999999999999953e-02
3.100000000000000000e+01,2.000000000000000000e+00,1.985999999999999988e+00,2.599999999999999881e-02,1.799999999999999864e-02
3.110000000000000142e+01,2.000000000000000000e+00,1.937000000000000055e+00,2.900000000000000147e-02,1.600000000000000033e-02
3.120000000000000284e+01,2.000000000000000000e+00,2.008999999999999897e+00,2.400000000000000050e-02,1.799999999999999864e-02
3.130000000000000071e+01,2.000000000000000000e+00,2.067000000000000171e+00,2.100000000000000130e-02,2.100000000000000130e-02
3.140000000000000213e+01,2.000000000000000000e+00,2.032000000000000028e+00,2.500000000000000139e-02,1.799999999999999864e-02
3.150000000000000000e+01,2.000000000000000000e+00,1.879000000000000004e+00,3.400000000000000244e-02,1.700000000000000122e-02
3.160000000000000142e+01,2.000000000000000000e+00,1.939000000000000057e+00,2.900000000000000147e-02,1.700000000000000122e-02
3.170000000000000284e+01,2.000000000000000000e+00,2.072999999999999954e+00,2.199999999999999872e-02,1.899999999999999953e-02
3.180000000000000071e+01,2.000000000000000000e+00,2.005999999999999783e+00,2.699999999999999969e-02,1.799999999999999864e-02
3.190000000000000213e+01,2.000000000000000000e+00,1.889000000000000012e+00,3.400000000000000244e-02,1.700000000000000122e-02
3.200000000000000000e+01,2.000000000000000000e+00,1.955999999999999961e+00,3.099999999999999978e-02,1.799999999999999864e-02
3.210000000000000142e+01,2.000000000000000000e+00,2.083000000000000185e+00,2.500000000000000139e-02,2.100000000000000130e-02
3.220000000000000284e+01,2.000000000000000000e+00,2.040000000000000036e+00,2.800000000000000058e-02,1.899999999999999953e-02
3.230000000000000426e+01,2.000000000000000000e+00,1.895999999999999908e+00,3.500000000000000333e-02,1.799999999999999864e-02
3.239999999999999858e+01,2.000000000000000000e+00,1.997999999999999998e+00,2.800000000000000058e-02,1.799999999999999864e-02
3.250000000000000000e+01,2.000000000000000000e+00,2.052999999999999936e+00,2.500000000000000139e-02,2.000000000000000042e-02
3.260000000000000142e+01,2.000000000000000000e+00,2.012999999999999901e+00,2.800000000000000058e-02,1.799999999999999864e-02
3.270000000000000284e+01,2.000000000000000000e+00,1.953000000000000069e+00,2.999999999999999889e-02,1.600000000000000033e-02
3.280000000000000426e+01,2.000000000000000000e+00,2.017999999999999794e+00,2.599999999999999881e-02,1.799999999999999864e-02
3.289999999999999858e+01,2.000000000000000000e+00,2.056999999999999940e+00,2.400000000000000050e-02,2.000000000000000042e-02
3.300000000000000000e+01,2.000000000000000000e+00,2.048999999999999932e+00,2.599999999999999881e-02,1.899999999999999953e-02
3.310000000000000142e+01,2.000000000000000000e+00,1.887999999999999901e+00,3.599999999999999728e-02,1.700000000000000122e-02
3.320000000000000284e+01,2.000000000000000000e+00,1.929999999999999938e+00,3.300000000000000155e-02,1.799999999999999864e-02
3.330000000000000426e+01,2.000000000000000000e+00,2.085999999999999854e+00,2.299999999999999961e-02,2.000000000000000042e-02
3.339999999999999858e+01,2.000000000000000000e+00,2.008000000000000007e+00,2.900000000000000147e-02,1.799999999999999864e-02
3.350000000000000000e+01,2.000000000000000000e+00,1.899999999999999911e+00,3.500000000000000333e-02,1.700000000000000122e-02
3.360000000000000142e+01,2.000000000000000000e+00,2.055000000000000160e+00,2.500000000000000139e-02,1.899999999999999953e-02
3.370000000000000284e+01,2.000000000000000000e+00,2.161999999999999922e+00,1.600000000000000033e-02,2.100000000000000130e-02
3.380000000000000426e+01,2.000000000000000000e+00,2.096999999999999975e+00,2.000000000000000042e-02,2.000000000000000042e-02
3.389999999999999858e+01,2.000000000000000000e+00,1.937000000000000055e+00,2.900000000000000147e-02,1.700000000000000122e-02
3.400000000000000000e+01,2.000000000000000000e+00,1.885000000000000009e+00,3.200000000000000067e-02,1.700000000000000122e-02
3.410000000000000142e+01,2.000000000000000000e+00,2.020999999999999908e+00,2.599999999999999881e-02,2.000000000000000042e-02
3.420000000000000284e+01,2.000000000000000000e+00,1.991999999999999993e+00,2.900000000000000147e-02,1.799999999999999864e-02
3.430000000000000426e+01,2.000000000000000000e+00,1.903999999999999915e+00,3.500000000000000333e-02,1.600000000000000033e-02
3.439999999999999858e+01,2.000000000000000000e+00,2.048000000000000043e+00,2.400000000000000050e-02,1.799999999999999864e-02
3.450000000000000000e+01,2.000000000000000000e+00,2.120000000000000107e+00,1.899999999999999953e-02,2.000000000000000042e-02
3.460000000000000142e+01,2.000000000000000000e+00,2.083000000000000185e+00,2.199999999999999872e-02,1.899999999999999953e-02
3.470000000000000284e+01,2.000000000000000000e+00,1.915999999999999925e+00,3.200000000000000067e-02,1.700000000000000122e-02
3.480000000000000426e+01,2.000000000000000000e+00,1.931000000000000050e+00,2.999999999999999889e-02,1.700000000000000122e-02
3.489999999999999858e+01,2.000000000000000000e+00,2.033999999999999808e+00,2.500000000000000139e-02,2.000000000000000042e-02
3.500000000000000000e+01,2.000000000000000000e+00,2.043000000000000149e+00,2.500000000000000139e-02,1.899999999999999953e-02
3.510000000000000142e+01,2.000000000000000000e+00,1.895000000000000018e+00,3.400000000000000244e-02,1.700000000000000122e-02
3.520000000000000284e+01,2.000000000000000000e+00,1.977999999999999980e+00,2.800000000000000058e-02,1.799999999999999864e-02
3.530000000000000426e+01,2.000000000000000000e+00,2.079000000000000181e+00,2.199999999999999872e-02,2.000000000000000042e-02
3.539999999999999858e+01,2.000000000000000000e+00,2.048000000000000043e+00,2.500000000000000139e-02,1.899999999999999953e-02
3.550000000000000000e+01,2.000000000000000000e+00,1.939999999999999947e+00,3.099999999999999978e-02,1.700000000000000122e-02
3.560000000000000142e+01,2.000000000000000000e+00,1.925000000000000044e+00,3.200000000000000067e-02,1.799999999999999864e-02
3.570000000000000284e+01,2.000000000000000000e+00,2.039000000000000146e+00,2.500000000000000139e-02,2.000000000000000042e-02
3.580000000000000426e+01,2.000000000000000000e+00,2.056000000000000050e+00,2.500000000000000139e-02,1.799999999999999864e-02
3.589999999999999858e+01,2.000000000000000000e+00,1.895999999999999908e+00,3.500000000000000333e-02,1.600000000000000033e-02
3.600000000000000000e+01,2.000000000000000000e+00,1.975000000000000089e+00,2.800000000000000058e-02,1.700000000000000122e-02
3.610000000000000142e+01,2.000000000000000000e+00,2.080000000000000071e+00,2.299999999999999961e-02,2.000000000000000042e-02
3.620000000000000284e+01,2.000000000000000000e+00,2.041999999999999815e+00,2.800000000000000058e-02,1.899999999999999953e-02
3.630000000000000426e+01,2.000000000000000000e+00,1.881000000000000005e+00,3.799999999999999906e-02,1.700000000000000122e-02
3.639999999999999858e+01,2.000000000000000000e+00,1.921000000000000041e+00,3.599999999999999728e-02,1.799999999999999864e-02
3.650000000000000000e+01,2.000000000000000000e+00,2.079000000000000181e+00,2.500000000000000139e-02,2.000000000000000042e-02
3.660000000000000142e+01,2.000000000000000000e+00,2.047000000000000153e+00,2.800000000000000058e-02,1.899999999999999953e-02
3.670000000000000284e+01,2.000000000000000000e+00,1.909999999999999920e+00,3.500000000000000333e-02,1.700000000000000122e-02
3.680000000000000426e+01,2.000000000000000000e+00,1.995999999999999996e+00,2.900000000000000147e-02,1.799999999999999864e-02
3.689999999999999858e+01,2.000000000000000000e+00,2.149999999999999911e+00,1.700000000000000122e-02,2.000000000000000042e-02
3.700000000000000000e+01,2.000000000000000000e+00,2.107000000000000206e+00,2.000000000000000042e-02,2.000000000000000042e-02
3.710000000000000142e+01,2.000000000000000000e+00,1.969999999999999973e+00,2.800000000000000058e-02,1.799999999999999864e-02
3.720000000000000284e+01,2.000000000000000000e+00,1.901999999999999913e+00,3.200000000000000067e-02,1.799999999999999864e-02
3.730000000000000426e+01,2.000000000000000000e+00,1.985000000000000098e+00,2.800000000000000058e-02,1.899999999999999953e-02
3.739999999999999858e+01,2.000000000000000000e+00,2.037999999999999812e+00,2.699999999999999969e-02,1.799999999999999864e-02
3.750000000000000000e+01,2.000000000000000000e+00,1.883000000000000007e+00,3.699999999999999817e-02,1.600000000000000033e-02
3.760000000000000142e+01,2.000000000000000000e+00,1.959999999999999964e+00,2.900000000000000147e-02,1.799999999999999864e-02
3.770000000000000284e+01,2.000000000000000000e+00,2.085999999999999854e+00,2.100000000000000130e-02,2.100000000000000130e-02
3.780000000000000426e+01,2.000000000000000000e+00,2.095000000000000195e+00,2.000000000000000042e-02,1.899999999999999953e-02
3.789999999999999858e+01,2.000000000000000000e+00,1.943999999999999950e+00,2.999999999999999889e-02,1.700000000000000122e-02
3.800000000000000000e+01,2.000000000000000000e+00,1.941999999999999948e+00,2.999999999999999889e-02,1.799999999999999864e-02
3.810000000000000142e+01,2.000000000000000000e+00,1.995000000000000107e+00,2.599999999999999881e-02,1.899999999999999953e-02
3.820000000000000284e+01,2.000000000000000000e+00,2.047000000000000153e+00,2.500000000000000139e-02,1.899999999999999953e-02
3.830000000000000426e+01,2.000000000000000000e+00,1.923999999999999932e+00,3.300000000000000155e-02,1.700000000000000122e-02
3.840000000000000568e+01,2.000000000000000000e+00,1.927000000000000046e+00,3.300000000000000155e-02,1.700000000000000122e-02
3.850000000000000000e+01,2.000000000000000000e+00,2.097999999999999865e+00,2.199999999999999872e-02,1.899999999999999953e-02
3.860000000000000142e+01,2.000000000000000000e+00,2.096999999999999975e+00,2.299999999999999961e-02,1.899999999999999953e-02
3.870000000000000284e+01,2.000000000000000000e+00,1.973999999999999977e+00,3.099999999999999978e-02,1.799999999999999864e-02
3.880000000000000426e+01,2.000000000000000000e+00,1.941000000000000059e+00,3.300000000000000155e-02,1.799999999999999864e-02
3.890000000000000568e+01,2.000000000000000000e+00,2.037999999999999812e+00,2.699999999999999969e-02,1.899999999999999953e-02
3.900000000000000000e+01,2.000000000000000000e+00,2.071000000000000174e+00,2.400000000000000050e-02,1.799999999999999864e-02
3.910000000000000142e+01,2.000000000000000000e+00,1.923999999999999932e+00,3.300000000000000155e-02,1.600000000000000033e-02
3.920000000000000284e+01,2.000000000000000000e+00,1.929999999999999938e+00,3.099999999999999978e-02,1.700000000000000122e-02
